Time (s)	PSI(P = 1.99 nW*um^-2)(a.u.) 000	PSI(P = 5.65 nW*um^-2)(a.u.) 001	PSI(P = 9.05 nW*um^-2)(a.u.) 002	PSI(P = 12.39 nW*um^-2)(a.u.) 003	PSI(P = 15.64 nW*um^-2)(a.u.) 004	PSI(P = 18.78 nW*um^-2)(a.u.) 005	PSI(P = 21.92 nW*um^-2)(a.u.) 006	PSI(P = 24.97 nW*um^-2)(a.u.) 007	PSI(P = 28.01 nW*um^-2)(a.u.) 008
317.85	48.72909838382963	60.781661575647476	66.964057643693	71.5587672035915	75.23621037574283	77.74392427577034	77.24412887912884	78.99368615785252	81.0634130336469
317.9	48.91889251876294	60.47777380027228	67.05558168752135	71.81031882383442	75.77186310843689	77.69794566149042	77.2697127354353	79.06730985483888	80.85710896384572
317.95	48.72825205193594	60.678364507968794	67.34321823720636	71.76993485701011	75.4831187244152	77.75513342350257	77.33677381595662	78.96507348940506	80.77042015880653
318.0	48.66270913581385	60.80189952859051	66.93197538642215	71.83493534278291	75.58975665004284	77.77740723114754	77.32818423526177	79.19487765255136	81.1298618705946
318.05	48.776728299302206	60.61859440066267	67.28164926473065	71.87895117369243	76.00217519542207	77.98851713521839	77.07969371811636	79.05110994573424	80.91387078147022
318.1	48.766815258214585	60.89229403062866	67.12666125157858	71.72538140054914	75.63409950885568	77.87349054828573	77.23616567621463	79.078024375443	80.87229997407634
318.15	48.88987832333481	60.649681684334006	67.08065765531131	71.82972003553446	75.44502686128202	77.88191315157471	77.33507817463615	78.98676368471511	80.68214836025872
318.2	48.851982928904164	60.32997336797937	67.38560864799558	71.73866080580476	75.52942487853862	77.89823581564674	77.31817844888423	79.26499462804681	80.73651401667063
318.25	48.882272913589574	60.79971696752261	67.09289440879907	71.43366293006416	75.34586088423227	77.66105603701811	77.11049475022658	79.39849174348258	80.863925423073
318.3	48.69950006865878	60.93995666693665	67.10806059685994	71.71260004346918	75.77696024916631	77.72531219271374	77.25306805093963	79.04061676814428	80.97540226754498
318.35	48.75614541659202	60.78781976097443	67.24867285378257	71.73813890135425	75.73055483656391	78.00462220517556	77.25306805093963	79.24071887899622	80.92457624503575
318.4	48.88095044916104	60.87701902851468	67.45103802368163	71.85237590613933	75.4469877008911	77.78955959939039	77.27894628859399	78.96866196758553	81.06000973787641
318.45	48.80057648967202	60.94738155365704	66.98473868676635	71.4864292114415	75.76688020650438	78.05794513427804	77.51999216261054	79.34426367893639	80.90821852937383
318.5	48.6586226349825	60.95733644848176	66.899210516898	71.71718831455414	75.46947222406115	77.91962817649426	77.5153496195072	79.20565532700797	81.02296643368413
318.55	48.56603960802446	60.90038253588381	67.12965149230341	71.93414110925322	75.82464657183345	77.552025946133	77.27421822260281	78.988432169614	81.21361045041702
318.6	48.63319505759152	60.65151459710439	67.42210916554924	71.66350531378048	75.65687086082337	77.89745277830853	77.3402629862241	79.07560279667719	80.99931455648766
318.65	48.791508518845056	60.717862640438405	67.18167247687745	71.52306888954526	75.84111816645286	77.73654658226839	77.14917516495962	79.00511050316649	81.03410174817563
318.7	48.64385077761765	60.938404285191055	67.32436430946134	71.67474484069112	75.689773163212	78.25740329286212	77.456768298422	79.1984215570872	80.93591502114889
318.75	48.7881720289404	60.673195651178446	66.9996346694351	71.97027302467107	75.67987076628415	77.81218485795542	77.41449437859907	79.14868291114415	81.17628820271926
318.8	48.86340739540172	60.79021876761159	67.12586896789904	71.86917749360589	75.80464618447365	78.04865094696596	77.53681800300961	79.03346188983167	80.90215549364623
318.85	48.71827088520381	60.49538975189918	67.0643201038083	71.62883090361355	75.56177677832265	77.73469892387268	77.76361960208482	79.26151639505686	80.79729405449051
318.9	48.714566853569615	60.802587956725965	67.29172491020908	71.64310523176107	75.79001249107661	77.98896672242779	77.24008191292596	79.05254517062819	80.79891593404255
318.95	48.79377897783709	60.668665043197606	66.86192630672414	71.58738493987734	75.7874702383446	77.81680559287092	77.3559942135718	79.21967158520066	81.01225588373319
319.0	48.840569796647294	60.74189320571563	67.12785578762838	71.71718831455414	75.78477019872844	77.74630398730137	77.7336454837695	79.49286338998364	81.03357916686966
319.05	48.96063704911069	60.7730491261558	67.1294665798181	71.86539806270513	75.69932180564197	77.69389297908705	77.46490871319008	79.12030705046338	80.92470661759025
319.1	48.81028285580901	60.75926614767132	67.31086309611362	71.74686783917882	75.43951135459994	77.65724164233568	77.2188209739766	79.13196266999933	81.06321310333706
319.15	48.67648951006565	60.68837798193219	67.10827505112678	71.64314039708165	75.76887934741305	77.74244520026012	77.4695198436375	79.00702200536354	80.53581206669962
319.2	48.898667201413204	60.58000481921854	67.09225800001586	71.81016168467428	75.58643442807966	77.75735723347239	77.11693884639503	79.14721026893781	80.82299222536732
319.25	48.94782008081814	60.85114552778464	67.12022083441326	71.31923986267779	75.71990597508427	77.79233408210233	77.56179667775616	78.9376809263225	80.80131541153504
319.3	48.89031958579876	60.89320563324018	67.17035100984833	71.75294539741043	75.21524196834012	77.85129434406548	77.56179667775616	79.13456849114428	81.33420576199
319.35	48.710087793747604	60.564305568368994	67.20918105150884	71.74780411095978	75.41553772020215	78.1361794731936	77.30847974502909	78.96866196758553	81.14814252059763
319.4	48.692155432173195	60.67391402743189	67.27818135916809	71.60895202756039	75.80464618447365	78.0399381363802	77.30847974502909	79.20395023834512	81.16442109747024
319.45	48.89719833306583	60.6891071482769	67.25375984296093	72.02096113365704	75.56146486109716	78.24751826283753	77.52404345523547	78.93738705600948	80.94850225834844
319.5	48.89207686210491	60.949154025486074	67.0421611109958	71.62075832575105	75.65443920156268	78.004679518789	77.57280010224223	79.39799197257129	81.00579798937763
319.55	48.89118989595799	60.72858126938603	67.15780390074961	71.99002683410521	75.6592725771329	77.80853419077248	77.53097173365332	79.21244279948873	80.95520762585161
319.6	48.70366908606413	60.86870008616064	67.23458638441562	71.64570209635302	75.58668371333123	78.19298130272733	77.40285956290957	79.0758995046909	81.3734208299266
319.65	48.728753369926366	60.63853468443787	67.01977167891407	71.64570209635302	75.42914078752315	78.19928852150238	77.35519810178702	79.35642035299033	81.03946245825034
319.7	48.89778010721982	60.894535975013596	67.04828846772281	71.68296026089993	75.59632404891696	78.01167487918094	77.52695858967357	79.19952608271856	80.84444338163361
319.75	49.037937191201536	60.9385683629127	67.11264748666295	71.42911791093235	75.40339236759789	77.64690849220109	77.20817731616516	79.26929817948529	81.22839376642975
319.8	48.614210324889775	60.732151050364145	67.26506458464918	71.42911791093235	75.44017114698404	78.25113279204865	77.1617206145807	79.07783276547585	80.87090954529506
319.85	48.922032802975096	60.70883566836785	67.47554528987841	71.66765657891827	75.8040678735139	77.97932918445092	77.39460596706407	79.13261825496227	81.14920783779979
319.901	48.96598104318318	60.90129153454609	67.41394073700087	71.67069582941213	75.64321377386449	78.23289434557242	77.32214028065815	79.11883978975095	80.91877109092913
319.95	48.76243515438221	60.86779385741766	67.03634122523137	71.52479022513863	75.2784153078085	77.82712155038081	77.43697523927958	79.04855367458218	80.92029907558523
320.0	48.97916419749276	60.82062551104766	67.14508429890783	71.91393841311199	75.5934900402163	77.90689477953701	77.43697523927958	79.05639741971048	81.17191696910781
320.05	48.98985362569118	60.64538242090936	67.41889569952967	71.74726536911825	75.94578463434209	77.95559980396382	77.58043421252682	79.40812851998162	81.21237141331154
320.1	48.839444267853544	60.97703499456994	67.33849755491966	71.83462132496346	75.3856985309384	77.60998357817965	77.13035938076673	79.36238091193964	81.05406803036381
320.15	48.98147978645943	60.644783980551345	67.37053212916364	72.02237606704657	75.67145019545924	77.97066899188616	77.35448318460816	78.96902912620122	81.13939291624425
320.2	48.949596496145716	60.538572400650885	67.16716391112578	72.02237606704657	75.53464120553753	78.13383402125712	77.16910145991136	79.44324814203418	80.82151507264551
320.25	48.86386222711793	60.64783566192324	67.20766104506906	71.65748315763288	75.64098201551109	77.79965214790721	77.3846668766511	78.97858877985794	81.11086005950993
320.3	48.78128791816863	60.707687719514304	67.02848302625739	71.99642288510154	75.63243748237362	78.03075671922576	77.29304067052074	79.16705677320739	81.12024797622526
320.35	48.71903899219758	60.94731725828414	67.30301712684964	71.84739307338575	75.49029509481126	78.24624706686235	77.67525414118693	79.27644945944417	80.97214310737633
320.4	48.84964200135946	60.77280945020239	67.10798593228347	72.08558546448303	75.59268410081638	78.01224120311036	77.40679800611694	78.9659301269852	81.0069896396573
320.45	48.8546876496779	60.580956396620536	67.14348882914878	71.83921004891614	75.70380110813676	77.58466018870288	77.51885343114141	78.85465883205224	81.18170619820968
320.5	49.08252548281841	60.910038368799086	67.13325498669415	71.80661143305178	75.63444216352671	77.77686014835707	77.3510610171575	79.15211684842697	80.97173286417163
320.55	48.88169883354475	60.91520815015853	67.06254401906526	71.70236838233515	75.77000110574657	78.14131547985343	77.5915185552817	79.33133533441178	81.41919495827567
320.6	48.722203309065435	60.93496075479706	67.30427992989421	71.672751752681	75.9094063175299	77.80606264195914	77.35172319958639	78.8296816956439	81.31281932755594
320.65	49.077299248910776	60.84938704930068	66.98661602359283	71.97970459241743	75.61076422338232	77.60190201008498	77.5502387886849	79.28544338731989	80.82387844359575
320.7	48.96153378867535	60.781824384602956	67.23488706469436	71.76271540845363	75.760807334233	77.9343087590502	77.5502387886849	79.33380940302496	81.14839151355855
320.75	48.77041126286269	60.82062551104766	67.3463459590051	71.69982242708157	75.54559517654558	78.28325301759196	77.17573577067145	79.17103942880019	80.77682593366984
320.8	48.77212777370221	60.861987845873884	66.95638223484855	71.6156112045386	75.68566244756472	77.7702052548177	77.57640886955805	79.19607924266285	81.13360365016625
320.85	48.69435083533886	61.00514760290688	67.12717657969463	71.86896085431312	75.69987805360357	77.66952544275586	77.227623382788	78.94194872585292	80.88317406356727
320.9	48.76946550282294	60.905325108225114	67.03430926847939	71.7692589983795	75.97873614916658	77.8440112163632	77.51128310732929	78.98909017792381	81.09378348397176
320.95	48.98890875586015	60.95811916040312	67.44092207736094	71.86644974955314	75.50341175317776	77.80162756142902	77.54898955385809	79.16256048768446	81.14442650520326
321.0	49.124859572781666	60.89746297024921	67.06546655286867	71.78921277768077	75.92336464943698	77.95447752465701	77.45672696877452	78.96070774630775	80.88275576676337
321.05	49.12694763845928	61.029636235439376	67.1467661956119	71.87357227859125	75.65596457811577	78.03546548903584	77.54783976016884	79.31254417877462	81.04342604870816
321.1	48.7736548271271	60.94150866246399	67.07855530047264	72.0763173106305	75.79057656661854	77.85729908105657	77.29101511286406	78.85924622853334	81.09146448569079
321.15	48.97719850077603	60.71311577921024	67.02005347849061	71.70696350441244	75.73694292064916	77.62397596262804	77.30939511762485	79.44427496787166	80.79062803137325
321.2	48.830397515966936	60.89297454603015	67.04014308592971	71.83486487997216	75.44979247920823	78.30528628735534	77.38318267614831	79.04331254268655	80.79497005024382
321.25	48.81800296648881	60.963128395863784	67.19043190041528	71.58100956545827	75.65703124354606	78.03892220396287	77.57338024079382	78.84068010984164	81.18464089409201
321.3	48.80002504244595	60.842215368369864	67.20961663034718	71.91168709927322	75.72102073509893	77.72460714257353	77.10567579249289	79.06064694245929	81.11481102689045
321.35	48.61238527615146	60.92804241856366	67.12459388075413	71.58601139159781	75.82693722739818	77.90081697511214	77.43007488451406	79.07976516069127	80.92945384851875
321.4	49.101434168102394	60.6871665927674	67.2236739566604	71.88636134763898	75.69351769882564	77.83830220611321	77.3946680106971	79.56464962853093	81.17900005126943
321.45	49.027928320607835	60.780424588074546	67.34068829424734	71.97578788541867	75.77384305182171	77.9621546630434	77.35812531610604	79.41017412543769	80.97099142922349
321.5	49.05383633173314	60.98446469290688	67.28421637946401	71.57436380785998	75.78589230108679	77.77276662116637	77.5310294647379	79.06402967293683	81.09527917481726
321.55	48.88666363121458	60.69386677729522	67.04712744243406	71.59476517719003	75.71691269732077	77.76595872404518	77.38197075268045	79.23102559584483	81.23866494183949
321.6	48.855681755508435	60.65961367924704	67.06486364792978	71.74323622008498	75.58476574506003	77.97938262536492	77.30169328530212	79.22509987246512	81.23858634608466
321.65	49.020244129086215	61.13256356522781	67.24968787363258	71.94950346410887	75.61364346669642	78.01929134658455	77.25070044221458	79.13456923611545	81.09855728764059
321.7	49.17561288226394	61.15623403622201	67.06108471938562	71.55545402477026	75.64935387081071	78.15346791029842	77.2529468592964	79.64136093156472	81.38573899602628
321.75	48.9554864908198	60.575676815720996	67.31025152624368	71.82643894993862	75.75241293295474	77.87676409039148	77.18252225161994	78.92023456784618	81.27363557338457
321.8	48.99658687356767	60.96762212466785	67.17850493698336	71.82696740706962	75.21770851978972	77.93204352881895	77.41157911265333	79.40864475623229	81.0342861863897
321.85	48.983599296589496	60.8403902452932	67.3548093570883	71.66663893711616	75.62454099992499	78.04593449119476	77.22095534967869	79.32284578609908	81.01104334097383
321.9	48.74246846955086	60.695995427045084	67.22397153112935	71.83225787619998	75.53655913695444	77.8036002615432	77.58144381274468	79.04705304879958	81.27843548553933
321.95	49.01935208698684	60.68411040643767	67.04420782429337	71.71564856954755	75.74362998282709	78.07827552476415	77.3341150519094	79.10340946793049	81.07931504984253
322.0	49.07366488821788	60.82687414748484	66.9391458005691	71.6202463382963	75.83538001364923	78.04418364821036	77.38850591965911	79.352283497265	81.5327930951229
322.05	49.03911755061208	60.78664872186908	67.40375969385	72.24929681048908	75.92986108810318	77.88361570545723	77.41216038559087	79.04848637475722	80.90847714523193
322.1	49.092991306707226	61.05157062705087	67.26223343650283	71.68908850030367	75.4314113939154	78.07713823490806	77.58130000057892	78.94549185926002	81.2948466553068
322.15	48.96224540781262	60.80212478130155	67.22152035787755	71.68553051941397	75.61411231621447	77.94386029876419	77.74596617956132	78.9060239342849	81.0551781493149
322.2	48.95122142348694	60.73593659995694	67.15371930623806	71.76516880750229	75.91622493439827	78.04653718338348	77.28030563229433	79.09366885022763	81.3630040488877
322.25	49.19964995883176	60.95047291065441	67.2431340325216	71.59268931881745	75.73837621697324	77.85724109611417	77.45393289869031	79.53447102894859	81.08614224747635
322.3	49.02074501129898	60.88440945997882	67.42888972416115	71.56978560920152	75.60010637090045	78.17537929175197	77.45393289869031	79.3528540101873	81.06398767886483
322.35	48.88973186930595	60.977577525559624	67.4163166607159	71.98041021107018	76.01571474306246	77.85582384055692	77.43129509448141	79.29454554653492	80.92480916304912
322.4	48.968282180715455	60.931195418014404	67.2854613048127	71.59984173348523	75.91691896914115	77.88966947091525	77.81518548320217	79.37415183327268	80.98871183974636
322.45	48.97894765192962	60.74235014782595	67.16249167917925	71.81819443012122	75.92643734172323	77.64857043071349	77.32063555224242	79.07667090377254	80.6678692801728
322.5	48.94447203321048	61.0912318164676	67.3956037927657	71.68756968907178	75.68154549442768	77.83272262292172	77.17996265691619	79.5314419605257	80.79950077052374
322.55	48.937354784979206	60.79348832735573	67.52635545921221	72.0878003582638	75.611434396562	78.12969132456526	77.52806638423554	79.27683758912839	81.24837336531729
322.6	49.197140523717216	60.99805643604289	67.29835823838731	71.97934190829422	75.60066780701155	77.85333046374465	77.23826034801888	79.26416233127158	80.94777617153794
322.65	49.06301296852782	60.86169316622408	67.20961663034718	71.871689596759	75.78576788401573	77.64305649938305	77.5826032946889	79.18368334985989	81.3538390209339
322.7	49.23117845278009	60.95231379886349	67.47131593872922	71.73145329293448	75.70714333804246	78.16669717996189	77.24160337130884	78.95055827517365	81.09953654993274
322.75	49.22608157598618	61.11252852731151	67.07477595208812	71.68707483312612	75.78050477216011	78.1146818822995	77.4915589477817	79.4629083906129	81.07139254143003
322.8	49.071862275421545	61.02344643897379	67.37239656508991	71.87001161682707	75.7110603320323	78.27485342227995	77.49969041856308	79.4553659022198	81.46056530508186
322.85	49.17956819743586	61.079493980210025	67.62877981393274	71.89903924037321	75.50613840458546	78.05409597277679	77.48519298455874	79.40660504688587	81.18255909646398
322.9	49.08323170780172	60.76185814050348	67.30616528312288	71.96176205338432	75.68042561579232	78.01829267842567	77.48519298455874	79.00368754520208	81.30757969505966
322.95	49.00988393686227	61.03195327643494	67.16145800617159	71.87680762250949	75.84522426597115	77.7873855975813	77.6219416334315	79.22708000974933	81.15661419097206
323.0	48.957093651483156	60.84938704930068	67.23315399160572	72.11588579290047	75.73555597806194	78.11468146290431	77.48633905807732	79.07542463723087	81.05759311913856
323.05	48.992438836110836	60.6537125219765	67.26044412124276	72.22054491523417	75.44612813308865	78.10947450766962	77.44171138594957	79.17606233180557	81.18590687364215
323.1	49.22141340523904	60.86670917632959	67.41279789252631	71.87702091031882	75.63421792354454	78.01257595452753	77.90393928851839	79.41625492935775	81.22308919660897
323.15	49.02393440303854	61.13640595754335	67.51422523583808	72.44147723086182	75.96041927171127	77.93756600903421	77.53562143214474	78.94624605482173	81.28081911912759
323.2	49.085035073281006	61.00514760290688	67.15449989315572	72.24576101593594	75.87223003435474	77.67500783867213	77.62083575658865	79.12305036712269	80.99432662965206
323.25	49.18618507222907	61.110130101100914	67.39626085032279	71.81931227407833	75.61364346669642	77.9484645632331	77.67308202263514	79.15629191646663	80.73000432091463
323.3	49.185386557915805	61.12727273089507	67.23375328552828	71.96336654615817	76.04572271733166	77.75146103326237	77.11734226962474	78.98701073234703	80.77166016261575
323.35	49.13207408661809	60.90666587477638	67.34195325756329	72.06790019356474	75.81527254139374	77.63843020549122	77.60578797274917	79.31372215438877	81.16477166945758
323.4	48.92796905725356	60.82028582137727	67.29331398809737	71.81878537931432	75.48480484457833	78.01889114200387	77.60578797274917	79.36453183393854	81.16272949512783
323.45	48.82371846549297	60.96480565107567	67.3833619783361	71.89296335277709	75.54230582494385	78.11871405004251	77.82893648896751	79.21514150938775	81.2889284947625
323.5	49.0677924192169	60.85481615297628	67.51443812521383	72.0905241035979	75.79369195152908	78.1423982892401	77.79172527154698	79.31282419517662	81.23140347096302
323.55	49.06551017909711	60.86848089385366	67.41097445441918	71.80296187153166	75.79311458113857	77.8412122063983	77.5349897763638	79.21945325900184	81.37592632870394
323.6	48.719418049719955	60.952085434807074	67.39529234623713	71.73449738907688	75.82773788389188	78.0045048242678	77.6127222755929	79.1598539380412	81.1712879648694
323.65	49.30041642542659	60.7157612718593	67.35637288459074	72.00795637384543	75.8718310435365	78.04827020315199	77.52517772699962	79.28993999069748	81.03408777085264
323.7	49.17495665213652	61.03984297030055	67.23131341924602	72.04873855210913	75.93988748325923	78.04598854397796	77.66944873125712	79.23381247156348	81.29782242272621
323.75	49.066451028700016	60.89137938651766	67.08348313407619	71.85745380548241	75.55464360927861	78.25495358822238	77.6167164971485	79.0377742137428	80.88236515945603
323.8	48.74107872248233	60.839474896481136	67.37335991202687	72.01687841310573	75.88993080413239	78.11989351872688	77.95693378823184	79.03181012126495	81.35187962282718
323.85	48.77883223254491	60.85298131116688	67.27359596354243	71.87964238029693	75.7978105552025	77.79364139313279	77.50548168456336	79.23003388520279	81.26202227243773
323.9	48.98587404312769	61.04004764822562	67.47066242177537	72.09025683539105	75.51630103375054	78.03722952230058	77.30754875406838	78.91769577608126	80.76620154567296
323.95	49.20145831463724	60.931195418014404	67.29081806787683	71.87031098344796	75.65896084283138	78.0378344318656	77.30754875406838	79.13196266999933	81.17795025400899
324.0	49.16321118209979	60.84511618082036	67.22693364703373	71.86947818754943	75.6253177106961	77.85097123248494	77.48230570274738	78.89277701324224	81.00747705698247
324.05	49.08798945024186	60.93768499807571	67.1887686811938	71.86969973109402	75.68209960300162	78.21278715262001	77.64586460581017	78.86678346551494	81.13359029514656
324.1	49.321803909667274	60.78135842759298	67.18680469120294	71.92539481115998	76.09037173107751	77.96122643622277	77.35891585325409	79.4456605024313	81.326854422776
324.15	49.087545798592366	61.21699392284024	67.53121726208967	72.20096818294162	75.93507517527567	78.43958214367906	77.45096337929542	78.97507131106616	81.01363122955918
324.2	49.125673129936224	61.29859068980847	67.68699182431165	72.22961909865394	75.83825498886804	78.25401649229117	77.1710924218515	79.0622343818156	81.12492825360945
324.25	49.11250659717286	61.27620407206731	67.47687463464091	71.87231638038138	75.68434428786597	77.97403278111821	77.30573723106234	79.05777112599449	81.17730589287056
324.3	49.033585040108555	61.1528122938122	67.43757838771148	72.21025115800019	75.87353562031886	78.18001029541017	77.40465652963381	79.47009361035343	81.04344995116149
324.35	48.90763191673296	60.86419503717364	67.28236396645254	71.73401529449721	75.82808489991827	77.99647886005816	77.34797315164732	79.19019331262413	81.01194864411886
324.4	49.10206955622585	61.08033290930102	67.36203596496667	71.84165046885188	76.06161184156485	77.91202534967344	77.40647956856857	79.35086654134203	81.03984845102453
324.45	49.106162537814456	61.25344412255994	66.95678471854055	72.02518760706381	76.00217519542207	78.08985197481275	77.570389529239	79.12143198356993	81.13050402072703
324.5	48.87674673657102	60.909377435852	67.07999307664099	72.09268134805568	76.02512563123167	78.07770634324707	77.570389529239	79.29910181565701	81.40233410056426
324.55	49.10456738228787	60.86848089385366	67.5414820685066	71.57952990582531	75.95102226331174	78.08754253308183	77.34335424467079	79.46447614815004	81.20912270276055
324.6	49.31300002579763	60.990683364295826	67.3435057706084	71.83044426572933	75.96041927171127	77.8366164474147	77.50952896260513	78.972703129787	81.09432144117555
324.65	49.20079192112988	61.140871301236146	67.11309484064351	72.07390840361872	76.16286815485144	77.70878654534471	77.45393289869031	79.3452713746877	81.0707319853892
324.7	48.818647289658415	61.0626329855424	67.28520135082637	71.7304463204407	75.82989719662497	78.25217567777985	77.46607379675194	79.0191807544195	80.59830228172962
324.75	49.10204687360351	60.91746333715787	67.32219546197126	71.9294691084384	75.73128440480168	77.84149893646361	77.53909543385173	79.48576175945426	81.11775624362328
324.8	49.124513568389055	61.2473208806056	67.27329165316385	71.96176205338432	75.81459898060625	78.27298180556754	77.5981459041658	79.16341745034103	81.17500148921683
324.85	49.12653662426236	61.09351713837019	67.39905028098508	72.03937121298543	75.82361863304907	77.8978559469378	77.57971146625033	79.1588922783659	81.10746456982201
324.9	49.05105879383184	60.72929196554414	67.33158288938789	72.10145553200385	75.82579045139558	78.20705436281919	77.83688756951645	79.45074726744417	81.23323648044378
324.95	49.13384183359161	61.20119663621927	67.21817710067111	71.94346097789013	75.58208002476472	77.94750505445569	77.59365229677273	79.09374455507714	81.3438571721372
325.0	49.10861530550592	60.91115991234222	67.35196579745734	72.07437303715025	75.81459898060625	78.17129349198275	77.59365229677273	79.07012483723655	81.41200979675386
325.05	49.13219845422933	60.940118279913214	67.16976602759651	72.00883330795027	75.54012089656219	77.94402175991927	77.75277858806923	79.05233619327699	81.19215023747918
325.1	49.01954647806426	61.00109480028497	67.47441609333794	72.2435385785244	76.07810358152668	78.34981931544826	77.27737325257243	78.94435273142271	80.93658097458173
325.15	49.39577458125174	61.143473224788735	67.56934293505188	71.94029025244929	75.99867146957072	78.2622731520627	77.711791224376	79.0997245008878	80.94097973771636
325.2	49.04174461516064	61.095198550840564	67.22224152242123	71.79474933102215	75.83413544644866	78.10138793753197	77.15361822515179	79.04946440819542	81.05746127599888
325.25	49.14509330857119	61.395215544137216	67.55844199399351	71.89231897410957	75.9047156608326	78.10425891481586	77.64940441092533	79.214416970142	81.4459612434294
325.3	49.297582064160785	61.2912632294627	67.25098596702972	71.78253558067105	75.49768254723573	78.17238295936744	77.96135587701019	79.0880572651503	81.13868869354201
325.35	48.9544437745257	61.21109086374538	67.26833365177684	71.6208076078111	75.92104210805373	77.82107221098597	77.34293637554322	79.61814348592475	80.90771576569789
325.4	49.22558758241986	61.242089001248694	67.49123212995006	71.94701354562176	75.63953646959123	78.26598102133417	77.52116731055696	79.33917477242565	81.26398997392538
325.45	49.27121822044222	61.13078821530541	67.62573191668298	71.89471305252566	75.77186310843689	78.40163716836012	77.2143177100905	78.78677056622381	81.38637945845987
325.5	49.45370856233745	61.174061528818115	67.3551058885006	71.90720956089166	75.97163018044388	78.23189276492556	77.12019477031328	79.58673302080943	81.32777617015782
325.55	48.959947752967956	60.899493709892425	67.31591998441131	72.13114287860488	76.05807800787248	78.16656349638117	77.31166376050442	79.10310972426011	81.33368687509012
325.6	49.21342785039712	61.29723740446253	67.5228515487307	71.7411481104243	75.90701604576007	78.04657099919534	77.58850703819517	79.17557975915827	81.30391539034338
325.65	49.15800955875942	60.97133664545008	67.57509333764388	71.91947301855048	75.82007849649726	78.06852799508536	77.6548124588536	79.15710907758523	81.30490193290787
325.7	49.25111049566019	61.07261561147189	67.47098211494722	72.11998153273221	75.70396945216525	78.17871346472205	77.53099342147293	79.05846700118448	81.34576905107411
325.75	49.05900062106976	61.27854227230264	67.35886172292633	72.0578812498262	75.87115511614347	77.84690432423675	77.35820681575954	79.38936632804688	81.21133511192365
325.8	48.99469153794196	61.23763997249468	67.51522370550276	72.04205773963145	75.57459295295862	78.51785885515487	77.41505947479834	79.38428775791982	80.92351674130612
325.85	49.378639976456654	61.158085327662214	67.71656251132856	71.40161467826407	75.84780995593603	78.2676795860808	77.4266210789818	79.16425467019782	80.7024669115139
325.9	49.267110039210046	61.36404271943886	67.33377337775435	71.83036094894318	76.09216362489649	78.2375485502401	77.40815093388284	79.63085478735485	81.41316722518474
325.95	49.02430955524014	60.9399054861111	67.51258352127934	72.25547960266421	75.91994721254285	77.91261043601983	77.40815093388284	79.19990635472554	80.897013178193
326.0	48.913004705605765	61.48397315503864	67.28019668165514	72.07829845017048	75.78118736380739	78.18956570181321	77.55880824244392	79.33615705545381	81.11027752421599
326.05	49.41948212853837	61.115222505731616	67.5106196075281	71.90959159095429	75.70790398111127	77.96251826957133	77.75202643269067	79.55726637721492	81.39611843158457
326.1	49.11813007644725	60.93607200500039	67.60570935056467	71.98805718993222	75.5480345516579	78.0846617082634	77.41564253412832	79.02416095341547	81.1888126074902
326.15	49.0533524457665	61.2910620794556	67.51778779392977	71.97382889835824	75.61678703470398	78.13709920606308	77.4382781700236	79.12240610308724	81.08834049009178
326.2	49.01596204591488	61.232318738710255	67.38045743928075	72.07583701237108	76.02690938963917	78.31890786421054	77.76103651105196	79.30023823780631	81.0280003415021
326.25	49.226033995113056	61.10069396809499	67.43885638919325	72.26067083575509	75.78077579356884	78.31367349135162	77.30236133784443	79.31027306062873	81.18840435741492
326.3	48.998060131966255	60.938517878663454	67.5241748945438	71.84018157542563	75.76519876808	77.98374282463396	77.34741364044427	79.3670507041722	81.17647625554423
326.35	49.51576702429933	60.82329318951142	67.31031648099302	71.99356179976684	76.01219955915812	77.95097305524996	77.2809992233033	79.41828163284133	81.17647625554423
326.4	49.4644000254539	61.02389231132741	67.46625755792061	72.1861917558873	75.73307545962645	77.94055473198026	77.60060850325715	79.47914962357392	81.13614914211223
326.45	49.24422940633622	60.997992635088174	67.42428159555695	71.69879855265135	76.01749705486114	78.11348445932828	77.69122207800801	79.42029128559146	81.27672578453452
326.5	49.40976147614455	61.09924873514369	67.48926410590659	71.68656659342787	76.04276092109625	78.18908858456399	77.61084222054221	79.5355887510715	80.89186946638767
326.55	49.10768161916409	61.17184773172473	67.41151290288254	71.93302031815477	75.84667730211942	78.43295485382558	77.30103986420521	79.40559156730622	81.26436246679796
326.6	49.396813592167504	61.24948032138745	67.38921969412031	71.9621342140755	75.6634725571088	78.07659119176026	77.57503272896314	79.36655931216087	81.00295664383437
326.65	49.286320813551626	61.10133943335694	67.4579453817357	71.82991591018794	76.06332729240789	78.11293316958827	77.57503272896314	79.25655955088604	80.94187403889228
326.7	49.344372266196345	61.332881608839195	67.40336620795122	71.90246599305199	75.76648345215638	78.22726211315393	77.47474854086148	79.20665613880388	81.3164837564671
326.75	49.09569474212009	61.17184773172473	67.57749554587441	72.06959375539768	75.88596512033665	78.22712422888628	77.68289959990516	79.25150315235878	81.09410254310261
326.8	48.9941245892424	61.104328262112915	67.57509333764388	72.09326765323395	75.97402594668691	78.21161215870498	77.38782650223534	79.25317896385829	81.08080779115356
326.85	49.342181998990924	61.3968935674311	67.53409741343144	71.95572346187461	75.98104387571648	77.89157942699946	77.88300667534423	79.16063900127311	81.0067824380352
