Time (s)	PSI(P = 1.99 nW*um^-2)(a.u.) 000	PSI(P = 5.65 nW*um^-2)(a.u.) 001	PSI(P = 9.05 nW*um^-2)(a.u.) 002	PSI(P = 12.39 nW*um^-2)(a.u.) 003	PSI(P = 15.64 nW*um^-2)(a.u.) 004	PSI(P = 18.78 nW*um^-2)(a.u.) 005	PSI(P = 21.92 nW*um^-2)(a.u.) 006	PSI(P = 24.97 nW*um^-2)(a.u.) 007	PSI(P = 28.01 nW*um^-2)(a.u.) 008
3.1	-0.05104489900236758	-0.016299934763980912	0.05418376987378893	-0.002510901129481471	0.08357897463773804	-0.12339552468134898	-0.0064502574959279324	-0.21831258669399523	-0.1809091244668232
3.15	0.03809337758824016	-0.005180296113308663	0.07923023577480119	-0.031564089752129744	-0.19109194822985298	0.025717221400451205	0.12307583392963292	-0.03964058531781328	-0.12344453014785817
3.2	-0.1330033080267943	0.09502419283987379	-0.19757573426728453	-0.14116484142103175	0.07557672990694837	-0.1277226028198197	-0.11348740010683844	-0.03964058531781328	0.01624911671413925
3.25	-0.013412578511653197	-0.1598868358761754	-0.1761430916798932	-0.11377221909602855	0.029428811774359555	-0.23177374615172933	0.06746739370312596	0.06201359769907555	0.0024083771970812512
3.3	0.10528003573940471	0.012526164188410238	-0.10587280462064765	0.05131472235274719	0.005351007373191962	-0.07444428683175316	0.008433190713394592	-0.01818225483614597	-0.0015856084074500766
3.35	-0.08173209595224201	-0.1286228708871546	-0.04635494947755496	0.09061140313031613	-0.04044672058828673	-0.10265489506967868	0.008433190713394592	0.03772716272872329	-0.04683244597117531
3.4	0.1392543091011852	0.05567167804371203	0.09208980459291764	0.0043312247577947495	-0.039310831245119846	-0.01515560736825412	0.04088165255215906	0.05360330669819412	-0.2552336322908459
3.45	0.0946003551694249	-0.10442344470338136	-0.17860759954090727	0.2407885540691134	0.12328094628569801	0.003006291312031869	-0.12954438525318593	0.01936374256059425	0.007806882429558898
3.5	-0.0684620105381314	-0.1127156149469678	-0.20379659847118003	-0.08867859328634838	0.08420717093265519	-0.18985188235330938	-0.028052441050726618	0.11587627099863936	-0.13920062506127276
3.55	0.018935885979376482	-0.17723526693657013	-0.0756486894874603	-0.03239124645189649	-0.17249951360458107	0.04067027520054304	-0.02085555785748339	0.14331683478663174	-0.06116935669252279
3.6	0.03773367170122364	0.1387813257935216	-0.09172360427829727	-0.03743956266932848	0.04166903339485112	0.011109927572846848	0.02956885114297203	0.05901863145562163	-0.04412777572349701
3.65	0.16260186481743888	-0.08512877447080719	0.13715848581439294	0.04957910504644964	-0.014719552369334223	-0.13370522715884514	0.02956885114297203	-0.029693822682047618	-0.21156723148516002
3.7	0.05823762270414761	-0.031185137475928222	-0.04722933587731775	-0.18821509628527014	-0.07578133964624291	-0.10830426953672925	-0.010728769209000188	0.01626555338928443	-0.041003273235162535
3.75	-0.0900695281680051	0.0023042917365239273	0.007270240272779784	-0.050157705522551964	-0.06472022971171668	-0.04792400351326956	-0.010728769209000188	0.003386283801796209	-0.06791141227007434
3.8	-0.20542297530114195	0.045702884229768204	-0.35789794539869524	0.12798925845521408	-0.06859281649662836	0.002599032126500796	0.016135321439809443	0.21741129989982072	-0.1849567945140513
3.85	-0.017372864941751963	0.012764349323805154	-0.19633795746789207	-0.05945534723288893	-0.15792186876554976	0.09522528233844209	-0.002566672837269382	0.0874651993602058	-0.03522165112744198
