Time (s)	PSI(P = 1.99 nW*um^-2)(a.u.)
5.15	3.0792850612089144
5.2	2.506413096849891
5.25	2.654181878855513
5.3	2.678685756019356
5.351	2.6745205792631896
5.4	2.6785208671062835
5.451	2.5470521705101605
5.5	2.595831002593275
5.55	2.6496000965529114
5.6	2.637481046205889
5.651	2.6247539570598626
5.7	2.7278440010722633
5.75	2.5390304836642366
5.8	2.5714780421730916
5.85	2.76074917810721
5.9	2.4230587757342796
5.951	2.2634322649652
6.0	2.5134898210432084
6.05	2.715043622397973
6.101	2.521746947376499
6.151	2.8602724856267745
6.201	2.9719766491658315
6.251	3.1330640794414086
6.3	3.1990311401687386
6.35	3.414049032196525
6.401	3.4639014513689603
6.45	3.513034887172519
6.5	3.586703183983264
6.55	3.7323384699588815
6.601	3.86899733907753
6.65	3.977198194113407
6.7	4.029704165242575
6.75	4.1306402180990505
6.8	4.174824931809167
6.85	4.0792974637627015
6.9	4.2795166040562185
6.95	4.3439028357734095
7.0	4.561772858618927
7.051	4.36841148464924
7.1	4.596663245113676
7.151	4.628193596120303
7.2	4.398652944094446
7.251	4.340894385912272
7.3	4.191232704884079
7.35	4.184082988713212
7.4	4.457478415466594
7.45	4.310138128981782
7.5	4.23334830541909
7.55	4.2392933657119185
7.6	4.057653186732403
7.65	4.246801883118074
7.7	4.23373400674785
7.75	4.2517245190157595
7.8	4.2593496799093415
7.85	4.248715439047575
7.9	4.076723287731385
7.95	4.168867010777375
8.001	4.134784982764867
8.05	3.956509512733833
8.1	4.179946665874437
8.15	4.293154283962182
8.201	4.4735689599241
8.25	4.707063471860476
8.3	4.588571895008439
8.35	4.6569295743498955
8.401	5.074651461090236
8.45	5.01575848995119
8.501	4.850843671505322
8.55	5.074715001576753
8.601	5.249162607741848
8.65	5.236313443673842
8.7	5.330604445076862
8.75	5.354380855298202
8.8	5.555318232664119
8.85	5.57130191052613
8.9	5.673070781705654
8.95	5.5715784975133005
9.001	5.6522397935972535
9.05	5.770567262801127
9.1	5.878674926946786
9.15	5.750475394587992
9.201	5.622965233585842
9.25	5.473182148029727
9.301	5.294859357528227
9.35	5.589225383722946
9.4	5.536836744497748
9.45	5.400313801002492
9.5	5.425360331433087
9.55	5.30021343829068
9.6	5.411939081417118
9.65	5.35994671601971
9.7	5.301198053883934
9.75	5.349646173549978
9.8	5.320606844432334
9.85	5.267918581502618
9.9	5.304403882334655
9.95	5.363830364487069
10.0	5.410645459525383
10.051	5.364846644531393
10.1	5.225432946821317
10.151	5.141509702912313
10.2	5.707680145705135
10.251	5.574327105678232
10.3	5.979841753938029
10.35	5.902794649205261
10.4	6.052998626052397
10.45	6.044261793983298
10.5	6.106198524454809
10.55	6.238479001572167
10.6	6.3586863438049654
10.65	6.335325334934623
10.7	6.2947297171720855
10.75	6.4992971005701685
10.8	6.358459897822261
10.851	6.399392920359369
10.901	6.718074364795329
10.95	6.832646442431488
11.0	6.690856950376697
11.05	6.759368536898511
11.1	6.891737230014332
11.15	6.879750651563958
11.201	6.55460293962869
11.25	6.613085670112924
11.3	6.534214171004578
11.35	6.389841370866337
11.4	6.584727500160117
11.451	6.469974214631371
11.5	6.333681464894616
11.55	6.318774805607016
11.6	6.438713708917063
11.65	6.4579264041244935
11.7	6.190512779220462
11.75	6.344683896999796
11.8	6.259439170739037
11.85	6.178108934388415
11.9	6.267361690347013
11.95	6.259182425431747
12.0	6.255305133161498
12.05	6.139513737464054
12.1	6.243604861907027
12.15	6.281794798996443
12.2	6.7075613247485
12.25	6.659555400938616
12.3	6.6743265230435105
12.35	6.942357022610418
12.4	6.947909702049042
12.451	7.043227053994145
12.501	7.047718442639998
12.55	7.080469103512489
12.6	7.126531144291665
12.65	7.2363035815357515
12.701	7.402905386023971
12.751	7.472576014171967
12.801	7.60985233231167
12.851	7.559449870932965
12.9	7.550683503948236
12.95	7.341270555827781
13.0	7.5809176767367354
13.05	7.484213591404101
13.1	7.664033419188009
13.15	7.703210822880472
13.2	7.44537770301682
13.251	7.289033520456996
13.3	7.28175797159581
13.35	7.306637599428357
13.4	7.376470731351536
13.45	7.322236965104519
13.5	7.130399394986193
13.55	7.217032324451804
13.6	6.9417711681981045
13.65	6.9966613180617765
13.7	7.0396489797453565
13.75	7.18213318289295
13.8	7.159667185999188
13.85	7.107998815485009
13.901	7.041145968667551
13.95	7.196839370058524
14.0	7.124040708895097
14.05	6.8872594803495355
14.1	7.219785982730874
14.15	7.128967444769788
14.2	7.425026364416478
14.25	7.552352504506971
14.3	7.546750993246335
14.35	7.7981964221219515
14.4	7.66647763142002
14.451	7.652551154801377
14.5	7.847951808322571
14.55	8.03331470802581
14.6	7.876866389852283
14.65	8.050639231012639
14.7	7.977451045623373
14.75	8.288969692835465
14.8	8.230311298058492
14.85	8.266370298381295
14.901	8.323290636469649
14.95	8.393375646849565
15.0	8.367580809872624
15.05	8.465838225713036
15.1	8.430437422330826
15.15	8.507611393562257
15.2	8.301035518934848
15.25	8.165698457503822
15.3	8.034226931082724
15.35	8.043540996897272
15.4	8.033942155313557
15.45	8.01501268228931
15.5	7.995090779456621
15.55	7.991631816901377
15.601	8.23500678387761
15.65	7.875580099431365
15.7	7.9188042551654325
15.75	7.9518841545005285
15.8	7.856073717690672
15.85	7.832386905129154
15.9	7.714809539096389
15.95	7.8649317508014445
16.0	7.851446752131399
16.05	7.757937423719593
16.1	7.869573319928226
16.15	7.726560497581481
16.2	8.209305299795826
16.25	8.299478297183068
16.3	8.275388846731902
16.35	8.46635288638249
16.4	8.567010513971335
16.45	8.531371905420281
16.5	8.635923442179982
16.55	8.564129419170964
16.6	8.747517865794121
16.65	8.749497611956048
16.7	9.041810160129758
16.75	8.932240544632924
16.801	9.015343563788338
16.85	9.02898876561221
16.9	8.964726905621223
16.95	9.009478658973192
17.0	9.011814048905913
17.051	9.069759279341364
17.1	9.325751649715343
17.15	9.281870874638232
17.201	8.975538261366113
17.25	8.749497611956048
17.3	8.854391676986706
17.35	8.634701708134012
17.4	8.857228987065698
17.451	8.738428230832282
17.5	8.63819777927147
17.551	8.67640965652263
17.6	8.71649052697631
17.65	8.514865106546129
17.7	8.56593785977496
17.751	8.707482396345025
17.801	8.595757440053463
17.85	8.583102095427812
17.901	8.410467055474456
17.95	8.503806651755214
18.0	8.422196158868912
18.051	8.280949743764099
18.1	8.6255906130285
18.15	8.439212993568182
18.201	9.005563058999316
18.25	8.816466997154976
18.3	8.84423658343448
18.35	9.06204712816994
18.4	9.180702024601846
18.45	9.35247587250917
18.501	9.203909321909395
18.55	9.337355068905525
18.6	9.326369637641957
18.65	9.285336195549798
18.7	9.54746804465086
18.75	9.465020096957343
18.8	9.541068805423656
18.85	9.618308514762342
18.9	9.485972475965282
18.95	9.720133209834142
19.001	9.545406245509904
19.05	9.952862333698173
19.1	9.824563788211831
19.15	9.96074276259123
19.2	9.61399702090668
19.251	9.314031156572325
19.301	9.43501445667854
19.35	9.495687973838338
19.4	9.346063778682199
19.45	9.425954017160304
19.5	9.484686819002322
19.551	9.326970001648197
19.6	9.16074764372953
19.651	9.097606900050971
19.7	9.241060495440816
19.751	9.253236882201952
19.8	9.249175120412461
19.85	9.335917841491304
19.9	9.208939565586409
19.95	9.350936954964887
20.0	9.193080933468387
20.05	9.161042676746135
20.1	8.996861214882987
20.151	9.186379916539584
20.2	9.48725612947764
20.25	9.476272968588761
20.3	9.556827052063738
20.35	9.647068792888604
20.4	9.897980704947082
20.45	9.788599975042631
20.5	9.698072418665168
20.55	9.922102077824725
20.6	9.912428200314428
20.65	9.938384331866573
20.7	10.091592037347999
20.75	10.13479748438246
20.8	10.182518479208293
20.85	10.404429174209401
20.9	10.154128661633177
20.95	10.312523617144999
21.001	10.242882036402728
21.058	10.563482251963386
21.1	10.563482251963386
21.15	10.291948200260224
21.2	10.355090499568579
21.25	10.043558746546601
21.3	10.172173975920314
21.35	10.14197802855337
21.4	9.936549756111546
21.45	10.013434565442658
21.5	9.980428841508893
21.55	9.745362391839729
21.6	9.689652499859168
21.65	9.890106681429923
21.7	9.906486020688643
21.751	9.837726674200862
21.8	9.857399405493997
21.85	9.883797490834636
21.9	9.91985547542024
21.96	9.747540232119135
22.0	9.708159749217398
22.051	9.822861455714408
22.1	9.679570385513419
22.15	9.754981930584709
22.2	9.938720082763767
22.25	10.014951648298872
22.3	10.178636646705607
22.35	10.170261285993398
22.4	10.336925849691335
22.451	10.48736276573873
22.501	10.454686578418764
22.55	10.515995876011168
22.601	10.621454287609422
22.65	10.448408129174329
22.7	10.744232763822964
22.75	10.77515292348707
22.8	10.692422511790166
22.851	10.748008372171412
22.9	10.750523187472062
22.95	10.671880695865234
23.0	10.903175470319097
23.051	10.793368078863269
23.1	10.836378872226456
23.15	10.85622613822517
23.2	10.940789843976823
23.25	10.783450733908964
23.3	10.677827003198745
23.35	10.610879263019141
23.4	10.626485678345666
23.45	10.672280635618524
23.5	10.526640377449986
23.55	10.444908764626588
23.6	10.657687555019418
23.651	10.151699397032495
23.7	10.408919928425098
23.75	10.4416199003867
23.801	10.141777816115614
23.85	10.44812499881648
23.901	10.420239753021502
23.95	10.198677544504111
24.001	10.37391511038438
24.05	10.197116087692251
24.1	10.208577968414458
24.15	10.029687597829671
24.201	10.29301255947158
24.25	10.181201464854114
24.301	10.075266462524215
24.35	10.14222435364654
24.4	10.275249227992624
24.451	10.086718809732968
24.5	10.117011419594457
24.551	9.925867056055536
24.6	10.020777944637953
24.65	10.054893123049169
24.701	10.157096626598017
24.75	10.210913358543996
24.801	9.956455228580118
24.85	10.002672643479743
24.9	9.874127204362992
24.95	10.108191557759952
25.001	10.004182256890365
25.05	9.943379688320888
25.1	10.030343538522073
25.15	10.1415541822535
25.2	9.857090726228545
25.25	10.134937903267486
25.3	9.804873726412133
25.35	10.042387895207657
25.4	9.941634858252026
25.45	9.960104373806741
25.501	9.99028683880798
25.55	9.897825095458797
25.6	9.908999052241985
